Player,Team,Age,Age_Decimal,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,CoachesVotes_MatchesPolled,BnFVotes_Total,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,CentreClearances,StoppageClearances,TotalClearances,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,Bounces,OnePercenters,PressureActs,PressureActsDefensiveHalf,Spoils
Jake Lloyd,Sydney,27,27.27,Gen. Defender,17,9.576,122.176,91.706,24,1.412,8,3,88.941,16.706,9.118,25.824,78.588,75,85.161,64.692,1.353,5.706,425.353,16.472,1.824,14.161,4.647,5.557,6.059,14.176,20.235,29.942,6.412,5,0.118,0.176,0.529,0.706,4.765,0.176,0,1.059,0.059,0.647,0.294,0.353,0,0,0,,0,,2.235,0,0.882,33.333,0.118,50,1,0.059,0,0.059,0.235,100,2.471,16.8,0.882,0.059,2.176,9.706,7.529,1.706
Isaac Heeney,Sydney,24,24.65,Gen. Forward,6,9.85,94,70.667,19,3.167,2,5,87.667,8.833,5.5,14.333,67.442,60.377,78.788,61.628,2.167,0.667,202.667,14.14,1.833,7.818,2.333,6.143,8,6.333,14.333,55.814,2.167,5.667,2.167,0,0.833,0.833,4.833,1.167,1.167,0.5,1.667,1,0.167,0.833,0.667,0.966,0,0,0,,2.5,1,0,,3,16.667,7,1.167,1.167,2.5,0.333,46.667,4.333,27.083,1,0,0.833,12.833,3.167,0.667
Jordan Dawson,Sydney,23,23.72,Gen. Defender,16,8.562,85.375,66.125,7,0.438,3,0,84,11.438,4.812,16.25,69.231,66.667,75.325,70.385,2.188,2.938,326.5,20.092,2.125,7.647,2.812,5.778,4.5,10.5,15,30,3.875,2.688,0.125,0.062,0.812,0.875,3.688,0.875,0.25,1.5,0,0.812,0.625,0.188,0.875,1.22,0,0,0,,2.375,0.312,0.688,36.364,0.625,20,6,0.375,0.438,1.062,0.625,35.294,3.25,21.757,1,0.062,2.875,9.375,4.75,2.25
Callum Mills,Sydney,23,23.74,Gen. Defender,15,8.533,101.4,73.733,11,0.733,2,2,89.333,10.933,7.133,18.067,81.919,75,92.523,60.517,1.4,3.067,309.867,17.151,2.467,7.324,2.933,6.159,6.2,10.867,17.067,36.328,6.733,4.667,0.067,0.333,0.8,1.133,5.133,0.267,0,1.667,0.067,1.2,0.933,0.267,0,0,0,,0,,3.2,0.2,1.733,26.923,0,,0,0,0.067,0.067,0,0,2.067,14.027,1.067,0.133,3.667,9.333,7,3
Tom Papley,Sydney,24,24.46,Gen. Forward,17,8.988,79.765,58.353,20,1.176,4,6,88.765,8.765,3.059,11.824,57.214,51.678,73.077,74.129,2.824,0.176,247.118,20.9,2.529,4.674,3.471,3.407,5.353,7.059,12.412,43.128,0.765,3.824,1.882,0.176,1.059,1.235,3.353,0.176,1.294,0.059,2,1.118,0.941,0.176,0,0,0,,0,,1.706,1,0,,1.765,23.333,26,1.529,1.588,3.882,0.529,39.394,5.118,34.8,0.471,0.529,1,8.647,1.588,0.235
Will Hayward,Sydney,22,22.18,Gen. Forward,16,6.056,60.875,47.312,0,0,0,0,84.312,5.438,4.625,10.062,73.292,62.069,86.486,54.037,1.062,0.25,128.25,12.745,1.938,5.194,1.938,5.194,4.5,5.375,9.875,45.57,1.25,2.875,1.062,0,0.438,0.438,3.375,0.938,0.625,0.375,0.375,0.688,0.75,-0.062,0,0,0,,0,,2.312,0.812,0.375,16.667,1.25,25,10,0.625,0.188,1.062,0.188,58.824,2.438,16.596,0.188,0,1.562,9.812,3,1.375
Oliver Florent,Sydney,22,22.44,Midfielder,17,7.124,76,60,9,0.529,3,2,81.588,10.588,5.765,16.353,58.633,49.444,75.51,64.748,4.235,1.118,319.235,19.522,2.765,5.915,4.059,4.029,6.412,10.118,16.529,38.79,2.118,5.294,0.412,1,1.765,2.765,2.353,0.118,0.176,0.176,0.176,0.412,0.765,-0.353,0,0,0,,0,,2.471,0.235,0.353,33.333,0.294,20,4,0.235,0.235,0.706,0.235,33.333,3.118,21.2,0.824,0.471,1.118,16.588,8.941,0.588
Jack Henry,Geelong,22,22.33,Gen. Defender,21,6.276,64.238,43.476,5,0.238,2,0,83.524,7.476,2.286,9.762,75.122,72.611,83.333,76.585,0.905,2.238,151.333,15.502,2.048,4.767,2.381,4.1,3.762,6.333,10.095,37.264,4,3.048,0,0,0.286,0.286,3.905,0.381,0.095,1.048,0.143,0.333,0.905,-0.571,0,0,0,,0,,1.714,0.095,1.857,12.821,0.095,0,1,0.048,0,0.095,0.095,50,1.762,9.091,0.714,0.095,4.476,6.952,5.238,4.095
Esava Ratugolea,Geelong,22,22.43,Key Forward,12,5.867,68.75,48.417,1,0.083,1,0,78.75,5,3.667,8.667,71.154,65,79.545,57.692,1.417,0.083,126.5,14.596,2,4.333,2.333,3.714,6,3.083,9.083,66.055,0.917,3.167,0.667,0.833,0.25,1.083,2.667,1.417,0.917,0.167,0.5,1.167,0.667,0.5,17.5,22.777,6,34.286,1.333,22.222,2.5,0.75,0.25,33.333,2.833,32.353,5,0.417,0.417,1.083,0.167,38.462,2.5,14.354,0.417,0,1.5,7.75,1.583,1
Zach Guthrie,Geelong,22,22.5,Gen. Defender,3,5.2,42,40,0,0,0,0,82.333,7.333,3.333,10.667,68.75,63.636,80,68.75,0.333,1.333,178.667,16.75,2.333,4.571,2,5.333,2.333,8.333,10.667,21.875,1.667,2,0.667,0,0.333,0.333,2.333,0,0.333,0.667,0,0.667,1,-0.333,0,0,0,,0,,0.667,0.333,1,66.667,0,,2,0.667,0,0.667,0,100,2.667,12.121,1.333,0,0.667,8,4.333,0.333
Gryan Miers,Geelong,21,21.75,Gen. Forward,21,6.652,71.238,60.857,13,0.619,3,3,87.857,8.952,4.619,13.571,69.123,64.362,78.351,65.965,2.381,0.619,216.429,15.947,1.952,6.951,2.238,6.064,3.524,10.286,13.81,25.517,1.19,2.619,0.667,0,0.667,0.667,4.429,0.048,0.524,0.048,0.429,0.571,0.381,0.19,0,0,0,,0,,1.571,0.476,0.048,0,0.429,11.111,19,0.905,0.333,1.571,0.333,57.576,3.905,20.147,0.524,0.048,0.571,12.429,4.095,0.19
Jordan Clark,Geelong,20,20.2,Gen. Defender,3,2.833,50,57.333,0,0,0,0,70,8,4.667,12.667,71.053,66.667,78.571,63.158,1.333,0,159.667,12.605,3,4.222,2.333,5.429,2.333,10.667,13,17.949,1,2,0,0,0,0,4,0,0.333,0,0,0.333,1.333,-1,0,0,0,,0,,3.333,0,0.333,0,0.333,0,1,0.333,0.333,0.667,0,50,2.667,16.667,0,0,1,9.667,3,1
Mark O'Connor,Geelong,23,23.95,Gen. Defender,21,6.595,68.619,47.762,5,0.238,1,0,88.381,7.524,3.762,11.286,82.7,80.38,87.342,66.667,1.048,1.667,157.571,13.962,1.19,9.48,1.81,6.237,3.429,7.714,11.143,30.769,3.762,2.857,0.095,0,0.381,0.381,4.143,0,0.048,0.619,0,0.524,0.524,0,0,0,0,,0,,1.429,0,0.905,31.579,0.143,0,2,0.095,0,0.095,0.095,100,1.905,9.828,0.81,0.143,2.952,9.381,6.381,2.286
Tom Hawkins,Geelong,32,32.44,Key Forward,21,11.733,106.524,72.286,38,1.81,6,11,95.571,8.19,4.143,12.333,61.39,56.977,70.115,66.409,1.286,0.095,186.619,15.131,2.095,5.886,2.048,6.023,6.381,6.048,12.429,51.341,0.429,2.905,1.81,0,1.048,1.048,5.381,1.476,3.571,0.048,2.333,0.381,0.857,-0.476,8.905,11.543,2.143,24.064,0.667,31.111,1.905,1.429,0,,4.095,40.698,49,2.333,1.714,4.476,1.095,52.128,7.095,36.609,1.143,0.095,1.095,8,1.238,0.476
Patrick Dangerfield,Geelong,30,30.73,Midfielder,21,13.352,112.571,79.81,53,2.524,8,15,85.095,13.333,7.476,20.81,62.243,56.429,72.611,64.073,4.952,1.19,414.429,19.915,3.286,6.333,3.762,5.532,11.095,9.619,20.714,53.563,2.857,7.143,0.952,2.095,2.381,4.476,3.714,0.952,0.857,0.19,0.667,1.619,1.286,0.333,0.048,0.062,0,0,0,,2.571,0.619,0.143,33.333,2,45.238,17,0.81,0.81,1.952,1.095,41.463,5.952,30.713,1.476,0.381,1.476,11.524,4.238,0.571
Mitch Duncan,Geelong,29,29.55,Midfielder,20,9.495,108.75,88.6,55,2.75,10,5,78.5,13.1,7.2,20.3,71.675,67.176,79.861,64.532,2.8,2,328,16.158,2.75,7.382,2.8,7.25,5.25,14.8,20.05,26.185,2.4,3.85,0.45,0.65,1.25,1.9,6.15,0.25,0.6,0.55,0.6,0.65,0.7,-0.05,0,0,0,,0,,3.4,0.5,0.15,66.667,0.15,66.667,13,0.65,0.4,1.15,0.8,56.522,5.6,28.212,0.75,0.6,0.9,12.2,5.2,0.45
Cameron Guthrie,Geelong,28,28.36,Midfielder,21,8.738,103.429,83.429,50,2.381,8,14,73.571,10.714,10.571,21.286,74.273,70.222,78.378,50.336,2.429,1.619,180.143,8.463,2.619,8.127,2.714,7.842,8.048,12.619,20.667,38.94,1.429,5.381,0.524,1.19,2.714,3.905,4.476,0.19,0.286,0.143,0.381,0.81,0.857,-0.048,0,0,0,,0,,4.095,1.095,0.095,0,0.095,50,7,0.333,0.095,0.429,0.333,77.778,4.238,21.867,0.905,0.238,0.952,17.19,7.714,0.19
Gary Rohan,Geelong,29,29.56,Gen. Forward,19,8.221,70.105,48.158,9,0.474,3,3,83.158,6.474,2.158,8.632,67.073,64.228,75.61,75,2.053,0.105,185.737,21.518,1.737,4.97,1.947,4.432,4.895,4.158,9.053,54.07,1.263,2.947,1.684,0,0.053,0.053,3.211,0.789,1.105,0.211,0.579,0.789,0.474,0.316,0,0,0,,0,,1.895,0.632,0,,2.842,29.63,22,1.158,0.895,2.263,0.579,51.163,4.632,23.72,0.421,0.211,1.632,9.474,1.526,1.211
Tom Stewart,Geelong,27,27.79,Gen. Defender,18,7.511,101.056,77.056,22,1.222,7,1,79.111,14.611,4.5,19.111,82.558,82.51,82.716,76.453,1.944,5.667,405.611,21.224,1.833,10.424,3.111,6.143,4.389,11.611,16,27.431,5.222,3.444,0.111,0.167,0.444,0.611,6.944,0.556,0.056,1.5,0.111,0.222,0.667,-0.444,0,0,0,,0,,1.278,0,1.111,25,0.056,100,0,0,0.056,0.056,0.111,0,2.944,14.93,1.278,0,3.111,5.778,4.111,2.556
Zach Tuohy,Geelong,31,31.05,Midfielder,19,6.663,75.053,63,13,0.684,3,0,83.526,12.316,4.316,16.632,66.456,60.684,82.927,74.051,2.632,2.789,348.053,20.927,2.158,7.707,4,4.158,4.526,10.737,15.263,29.655,3.263,3.947,0.579,0.211,0.895,1.105,3.895,0.158,0.263,0.632,0.263,0.316,0.368,-0.053,0,0,0,,0,,0.895,0.053,0.316,16.667,0.211,75,8,0.421,0.421,1.211,0.158,34.783,3.474,18.132,0.474,0.053,1,6.368,2.947,0.684
Mark Blicavs,Geelong,29,29.76,Key Defender,21,10.9,96.429,60.048,15,0.714,7,0,87,6.286,6.286,12.571,84.091,78.788,89.394,50,1.19,1.429,126.619,10.072,1.857,6.769,1.476,8.516,7.048,6.143,13.19,53.43,4.048,4.524,0.238,0.429,1.714,2.143,3.333,0.857,0.048,1.143,0.048,1.048,1.048,0,20.571,26.667,8.571,41.667,2.333,27.222,2.81,0.143,1.238,34.615,0.238,40,3,0.143,0.048,0.19,0.143,75,2.952,15.233,1.714,0,4.095,10.476,6.238,3.286
Darcy Fort,Geelong,27,27.4,Ruck,5,10.48,80.8,52.8,0,0,0,0,81.4,6.2,3.2,9.4,65.957,54.839,87.5,65.957,1.6,0.4,131.8,14.021,3.4,2.765,2,4.7,5.4,2.8,8.2,65.854,1.8,3.2,0.2,2.2,1.6,3.8,1.8,0.8,0.2,0.8,0,0.6,2.6,-2,51.6,66.495,21.2,41.085,7,33.019,1.8,0,1,0,0.4,0,1,0.2,0,0.2,0.4,100,2.2,13.415,1.2,0,4.4,8.4,4.2,3.8
Tom Atkins,Geelong,25,25.28,Gen. Forward,12,6.4,56.333,39.5,0,0,0,0,74.583,3.583,6.167,9.75,75.214,62.791,82.432,36.752,0.75,0.5,70.667,7.248,1.833,5.318,1.75,5.571,5.167,5.167,10.333,50,1.25,4.25,0.833,0.333,1,1.333,0.917,0,0.167,0,0.083,0.417,0.5,-0.083,0,0,0,,0,,3.167,0.25,0.167,100,0.25,0,4,0.333,0.083,0.5,0.25,66.667,2.333,11.814,0.833,0,0.917,14.5,5.75,0.167
Quinton Narkle,Geelong,23,23.07,Midfielder,5,5.56,64.2,46.6,0,0,0,0,57.4,5.4,6,11.4,71.93,62.963,80,47.368,2.4,0.8,165,14.474,2.4,4.75,1.8,6.333,5.4,6.4,11.8,45.763,1.4,4,1,1,0.8,1.8,1.8,0,0.2,0,0.6,0.8,0.8,0,0,0,0,,0,,3.6,0,0,,0.4,50,0,0,0.2,0.4,0.4,0,3.4,16.19,0.6,0,0.8,11.2,4.4,0.4
Isaac Cumming,Greater Western Sydney,22,22.38,Gen. Defender,3,6.467,67,47,0,0,0,0,84.667,7,4.667,11.667,91.429,90.476,92.857,60,0.667,2.667,154,13.2,1,11.667,2,5.833,3,6.333,9.333,32.143,3.333,1.667,0.333,0,0,0,3.667,1.333,0,2,0,0,0.333,-0.333,0,0,0,,0,,1.667,0,1,0,0,,0,0,0,0,0.333,,1.333,7.273,0,0,1,9,5.333,0.667
Brent Daniels,Greater Western Sydney,21,21.81,Gen. Forward,16,7.375,66.375,47.562,6,0.375,1,2,80.438,6.25,5.875,12.125,67.526,55,80.851,51.546,2.688,0.188,167.938,13.851,1.812,6.69,2.062,5.879,4.938,6.938,11.875,41.579,0.812,3.75,1.375,0.5,0.688,1.188,1.938,0,0.125,0,0.188,0.438,0.688,-0.25,0,0,0,,0,,2.625,0.875,0,,0.438,28.571,5,0.312,0.5,1.062,0.562,29.412,3.875,22.963,0.75,0.562,1,14.562,5.25,0.25
Sam Taylor,Greater Western Sydney,21,21.65,Key Defender,4,8.05,67,35.25,0,0,0,0,88.75,2.5,5.5,8,90.625,90,90.909,31.25,0,2,60.75,7.594,1.75,4.571,0.5,16,5,3,8,62.5,4.5,2.75,0,0,0.25,0.25,2.75,1,0,1.25,0,1.25,1,0.25,0,0,0,,0,,2.5,0.25,3.25,15.385,0.5,0,0,0,0.25,0.25,0,0,0.75,4.348,0,0,6,9.25,8.25,5.5
Tom Green,Greater Western Sydney,19,19.93,Midfielder,6,6.417,72.667,52,4,0.667,2,0,66.333,5.167,10,15.167,63.736,61.29,65,34.066,0.833,0.667,153,10.088,2.667,5.688,2.167,7,8.667,6.667,15.333,56.522,1.167,7.5,1,1.167,1.833,3,2.5,0.167,0.333,0.167,0,0.333,0.5,-0.167,0.167,0.226,0,0,0,,2.167,0.333,0.167,0,0.167,0,1,0.167,0.5,0.833,0.333,20,3.833,22.115,1.5,0,0.333,14.167,7.667,0.167
Daniel Lloyd,Greater Western Sydney,28,28.86,Gen. Forward,12,5.967,61.583,47.083,0,0,0,0,74.75,6.167,4.083,10.25,73.171,70.27,77.551,60.163,1.25,0.417,151.667,14.797,2.167,4.731,2.75,3.727,4,6.5,10.5,38.095,1,3.25,1.083,0.083,0.75,0.833,3.167,0.167,0.5,0.083,0.583,0.333,0.75,-0.417,0,0,0,,0,,2.333,0.5,0,,0.417,20,7,0.583,0,0.667,0.333,87.5,2.417,14.286,0.333,0,1,10.083,3.75,0.5
Adam Kennedy,Greater Western Sydney,28,28.47,Midfielder,6,5.933,56,41.333,0,0,0,0,72.167,6,5.333,11.333,72.059,55.556,90.625,52.941,1.167,1.333,122.333,10.794,1.667,6.8,2.667,4.25,4.833,7.333,12.167,39.726,3,3.833,0.333,0.167,1.167,1.333,1.833,0,0,0.333,0,0.667,0.5,0.167,0,0,0,,0,,2,0.167,0,,0,,0,0,0,0,0.5,,1.333,7.692,0.167,0.167,1.167,11.167,5.833,0.5
Stephen Coniglio,Greater Western Sydney,27,27.04,Midfielder,16,8,98.438,78,9,0.562,4,4,87.375,12.25,8.812,21.062,64.392,50.51,83.688,58.16,2.375,1.125,278.688,13.231,3.188,6.608,3.062,6.878,8.688,12.25,20.938,41.493,1.5,5.5,1.125,1.688,2.625,4.312,2.75,0.062,0.375,0.188,0.188,1.062,1.188,-0.125,0,0,0,,0,,3.875,0.875,0.062,100,0.438,0,5,0.312,0.5,1.25,0.438,25,4.312,26.236,0.688,0.312,0.75,14.25,6.938,0.125
Jeremy Cameron,Greater Western Sydney,27,27.75,Key Forward,17,8.076,72.235,51.118,10,0.588,2,3,90,7.118,3.235,10.353,65.909,63.636,70.909,68.75,2.176,0.235,215.588,20.824,2.471,4.19,2.235,4.632,5,5.647,10.647,46.961,1.118,2.765,1,0.118,0.176,0.294,3.941,1.118,1.235,0.235,0.765,0.882,1.471,-0.588,0.176,0.236,0.118,66.667,0,0,1.412,0.588,0.059,0,2.941,26,24,1.412,0.765,2.294,0.529,61.538,4.824,29.078,0.529,0.059,1.941,6.588,1.529,1.647
Lachie Whitfield,Greater Western Sydney,26,26.45,Gen. Defender,17,7.712,104.529,85.882,40,2.353,8,4,86,13.176,9.765,22.941,75.641,67.857,86.145,57.436,2.294,3.941,370.059,16.131,2.824,8.125,4,5.735,5.294,16.529,21.824,24.259,4.059,3.882,0.176,0.118,1.412,1.529,6.529,0.294,0.176,0.765,0.294,0.882,0.706,0.176,0,0,0,,0,,2,0.118,0.412,14.286,0.059,0,1,0.059,0.118,0.353,0.412,16.667,3.706,22.34,0.765,0.118,1.412,12.412,7.235,0.529
Aidan Corr,Greater Western Sydney,26,26.62,Key Defender,15,6.893,70.933,50.333,3,0.2,1,0,80.467,9.533,2.467,12,77.222,73.427,91.892,79.444,0.667,4.533,293.333,24.444,1.733,6.923,2,6,2.733,5.933,8.667,31.538,3.267,1.867,0,0,0.133,0.133,3.933,0.467,0,0.933,0,0.267,0.4,-0.133,0,0,0,,0,,1.467,0,2.133,15.625,0,,0,0,0.067,0.067,0,0,1.133,6.855,0.667,0.133,5,4.533,4.333,4.467
Nick Haynes,Greater Western Sydney,28,28.62,Gen. Defender,17,8.288,98.353,70.529,25,1.471,3,4,88.941,12.235,3.765,16,74.632,71.635,84.375,76.471,1.059,4.176,305.412,19.088,2.059,7.771,3.235,4.945,4.529,11.706,16.235,27.899,6.824,2.647,0,0.059,0.412,0.471,7.118,0.882,0.118,3.412,0,0.765,0.412,0.353,0,0,0,,0,,1.353,0,2.294,28.205,0.059,0,0,0,0,0.059,0.118,0,2,12.057,1,0.353,4.824,5.588,4.059,4.471
Toby Greene,Greater Western Sydney,27,27.26,Gen. Forward,13,8.969,83.462,65.692,34,2.615,4,12,84,9.385,6.462,15.846,55.825,50.82,63.095,59.223,2.538,0.462,292.462,18.456,2.769,5.722,3.077,5.15,6.692,8.846,15.538,43.069,0.769,4.846,1.385,0.385,0.769,1.154,4,0.923,1.385,0.077,0.692,0.615,0.846,-0.231,0,0,0,,0,,1.462,0.538,0,,2.462,28.125,17,1.308,0.846,2.692,0.769,48.571,4.846,28.378,0.308,0,0.923,11.308,3.692,0.538
Josh Kelly,Greater Western Sydney,25,25.88,Midfielder,14,10.979,114.571,84.5,33,2.357,7,8,85.5,12.643,9.429,22.071,69.579,59.322,83.333,57.282,3.857,1.929,352.357,15.964,1.857,11.885,4.286,5.15,8.857,13.143,22,40.26,2.357,6.857,0.786,1,2.929,3.929,3,0.071,0.357,0.214,0,1.143,0.571,0.571,0.071,0.093,0,0,0,,4.143,0.286,0.071,0,0.071,100,5,0.357,0.571,0.929,0.571,38.462,4.5,26.36,1.286,0.214,0.929,20,10.786,0.214
Jeremy Finlayson,Greater Western Sydney,24,24.89,Key Forward,15,7.053,64.533,50.2,3,0.2,1,0,79.067,6.8,1.4,8.2,65.854,62.745,80.952,82.927,1.6,0.667,168.133,20.504,1.667,4.92,1.4,5.857,3,4.8,7.8,38.462,0.6,1.6,0.667,0.333,0.8,1.133,2.533,0.6,1.067,0.133,0.4,0.667,0.667,0,13,17.38,2.867,22.051,0.8,27.907,2.4,0.933,0.133,50,1.467,13.636,19,1.267,0.667,2.267,0.267,55.882,4,24.291,0.8,0.067,1.4,7.667,1.267,0.867
Harry Himmelberg,Greater Western Sydney,24,24.64,Key Forward,16,7.325,66.125,44.938,2,0.125,2,1,86,6.062,3.562,9.625,66.234,62.887,71.93,62.987,1.875,0.562,164.062,17.045,2.125,4.529,2.375,4.053,4.875,4.688,9.562,50.98,1.75,3.25,1.125,0,0.5,0.5,2.688,0.688,0.75,0.312,0.562,0.875,0.938,-0.062,4.125,5.495,0.875,21.212,0.125,14.286,1.688,0.5,0.062,100,3.062,26.531,15,0.938,0.25,1.312,0.5,71.429,3.375,20.225,0.688,0.062,2.25,7.812,2.75,2
Jacob Hopper,Greater Western Sydney,23,23.89,Midfielder,17,7.612,90.941,70.588,12,0.706,3,4,75.588,9.353,9.824,19.176,63.19,48.428,77.246,48.773,2.412,1.706,241.294,12.583,2.471,7.762,3.765,5.094,9.706,9.529,19.235,50.459,1.941,7.059,0.765,1.941,1.765,3.706,2.353,0.059,0.176,0.059,0,1.294,1.059,0.235,0,0,0,,0,,4.235,0.353,0,,0.059,0,1,0.059,0.412,0.471,0.235,12.5,3.647,21.986,0.941,0.059,0.294,14.588,7.471,0.059
Harry Perryman,Greater Western Sydney,22,22.03,Midfielder,16,9.188,94,70.188,20,1.25,4,4,82.25,10.625,7.75,18.375,68.027,59.412,79.839,57.823,2.688,2.312,291.812,15.881,2.438,7.538,3.625,5.069,6.625,12.062,18.688,35.452,4.312,5,0.5,0.25,1,1.25,3.812,0.375,0.312,0.75,0.062,0.625,0.5,0.125,0,0,0,,0,,2,0.438,0.688,45.455,0.375,50,11,0.688,0.125,0.875,0.125,78.571,2.75,16.296,0.688,0,1.625,9.688,5.375,1
Jack Lukosius,Gold Coast,20,20.39,Gen. Defender,17,7.612,80.176,62.471,13,0.765,3,3,82.824,12.941,3.471,16.412,70.251,69.545,72.881,78.853,2.118,4.882,461.882,28.143,3,5.471,4.647,3.532,4.118,8.765,12.882,31.963,4.647,2.941,0.059,0.118,0.294,0.412,3.647,0.529,0.059,1.059,0,0.471,0.765,-0.294,0,0,0,,0,,1.588,0.059,0.824,42.857,0.176,33.333,3,0.176,0.176,0.412,0.118,42.857,2.588,15.385,0.882,0.235,1.824,8.471,6.294,1.118
Caleb Graham,Gold Coast,20,20.3,Key Defender,7,5.586,53,28.571,0,0,0,0,84.857,5.143,2,7.143,74,75,71.429,72,0.143,2.286,118.143,16.54,1.857,3.846,1.143,6.25,1.429,5.429,6.857,20.833,3.857,0.714,0,0,0,0,3.571,0.429,0,2.286,0,0.286,1,-0.714,0,0,0,,0,,0.286,0,2.286,37.5,0,,0,0,0,0,0,,0.429,2.857,0.429,0,7.714,3.857,3.571,7.143
Ben King,Gold Coast,20,20.48,Key Forward,17,5.453,55.588,38.471,6,0.353,2,1,92.471,5.176,1.941,7.118,57.851,50,78.788,72.727,0.882,0.059,136.353,19.157,1.471,4.84,1.765,4.033,3.882,3.176,7.059,55,0.176,2.294,1.471,0,0.059,0.059,2.824,0.882,1.765,0,1,0.706,0.588,0.118,0,0,0,,0,,0.412,0.176,0,,4.059,23.188,25,1.471,1.176,3.118,0.059,47.17,4.176,24.825,0.176,0.118,1.353,7.353,0.941,1.235
Connor Budarick,Gold Coast,19,19.73,Gen. Defender,15,4.553,47.733,37.2,0,0,0,0,83.333,6.133,3.067,9.2,68.841,63.043,80.435,66.667,0.933,2,166.6,18.109,2,4.6,2.067,4.452,3.2,6.2,9.4,34.043,3.467,2.133,0,0,0.2,0.2,2.267,0.133,0,0.733,0.067,0.6,0.6,0,0,0,0,,0,,1.667,0.067,1.4,33.333,0.067,0,1,0.067,0,0.133,0.067,50,1.133,6.719,0.267,0,1.533,8.467,7,0.8
Noah Anderson,Gold Coast,19,19.86,Midfielder,17,8.347,76.588,58.882,12,0.706,2,0,76.059,9.353,7.176,16.529,63.701,49.686,81.967,56.584,3.059,1,274.588,16.612,2.471,6.69,4.059,4.072,7.176,9.353,16.529,43.416,2.529,5.882,0.353,0.588,1.647,2.235,2.824,0.118,0.294,0.235,0.353,0.588,0.588,0,0,0,0,,0,,1.882,0.176,0.118,50,0.235,25,4,0.235,0.235,0.824,0.294,28.571,3.412,20.28,1.059,0.176,1.235,12.353,6.647,0.647
Matt Rowell,Gold Coast,19,19.5,Midfielder,5,14,102.4,71.4,30,6,3,9,63.8,7.6,9.8,17.4,72.414,60.526,81.633,43.678,2.2,2.2,196.8,11.31,3.4,5.118,2.8,6.214,10.2,7.4,17.6,57.955,2.2,7.6,0.4,1.2,2.8,4,0.8,0,0,0,0,1.4,1.2,0.2,0,0,0,,0,,5.4,0.4,0.4,0,0.2,0,6,1.2,0,1.2,0.2,100,3.8,24.675,1.4,0.2,0.6,18.4,8.6,0.4
Hugh Greenwood,Gold Coast,28,28.82,Midfielder,17,10.806,105.588,76.647,21,1.235,5,11,77.059,10.176,7.647,17.824,58.746,43.931,78.462,57.096,2.059,1.588,207.529,11.644,3.059,5.827,3.765,4.734,12.412,5.765,18.176,68.285,2.882,8.765,1.235,2.118,3.353,5.471,1.588,0.235,0.059,0.353,0.176,0.941,1.059,-0.118,0.647,0.936,0.176,27.273,0,0,6.706,1.294,0.294,20,0.235,0,3,0.176,0.235,0.824,0.353,21.429,3.118,18.531,1.353,0,1.588,22.882,10.294,0.529
David Swallow,Gold Coast,28,28.11,Midfielder,15,6.527,81.6,71.4,5,0.333,2,2,78.2,10.267,7.733,18,61.481,48.701,78.448,57.037,3,1.4,255.067,14.17,3.467,5.192,3.867,4.655,9.067,9.067,18.133,50,1.733,5.867,0.733,1.8,2.667,4.467,3.6,0.267,0.4,0.267,0.067,0.533,1.4,-0.867,0.4,0.58,0,0,0,,3.933,0.6,0,,0.4,0,4,0.267,0.667,1.133,0.133,23.529,3.867,22.835,1,0,0.8,16.4,7.933,0.2
Sam Day,Gold Coast,28,28.31,Key Forward,17,4.565,55.529,39.941,0,0,0,2,77.647,4,4.647,8.647,67.347,60.294,73.418,46.259,1.529,0,109,12.605,2.118,4.083,2,4.324,4,4.471,8.471,47.222,1,2.647,0.941,0.059,0.176,0.235,2.765,0.824,0.882,0.176,0.647,0.529,0.941,-0.412,9.765,14.128,3.059,31.325,0.588,19.231,1.235,0.353,0.588,30,2.471,42.857,12,0.706,0.412,1.235,0.588,57.143,3.294,19.58,0.412,0,2.059,7.176,1.412,1.824
