Player,Team,Age,Age_Decimal,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,CoachesVotes_MatchesPolled,BnFVotes_Total,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,HardBallGets,LooseBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,GathersFromHitout,CrumbingPossessions,HandballReceives,CentreBounceAttendances,CentreBounceAttendancePercentage,CentreClearances,CentreClearanceRate,StoppageClearances,TotalClearances,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,RuckHardBallGets,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,xScoreShots,xScorePerShot,xScoreRatingPerShot,xScoreShots_Set,xScorePerShot_Set,xScoreRatingPerShot_Set,xScoreShots_General,xScorePerShot_General,xScoreRatingPerShot_General,KickIns,KickInPercentage,KickInsPlayOnPercentage,Bounces,OnePercenters,PressureActs,PressureActsDefensiveHalf,Spoils
Jack Steele,St Kilda,29,29.04,Midfielder,23,13.422,108.609,106.609,37,1.609,9,9,83.957,11.261,12.957,24.217,75.763,66.023,84.228,46.499,3.826,1.565,315.217,13.016,2.826,8.569,3.783,6.402,10.826,13.696,24.522,44.149,2.652,7.348,0.652,2.435,4.913,3.913,3.348,1.957,1.652,7.348,21.783,84.628,2,9.182,3,5,5.696,0.13,0.435,0.174,0.217,1.174,1,0.174,0,0,0,,0,,0,7.348,0.696,0.043,100,0.13,33.333,8,0.348,0.174,0.652,0.565,53.333,5.391,25.941,1.435,15,3.535,-0.069,13,3.316,-0.239,2,4.962,1.038,0,0,,0.217,1.174,24.913,11.304,0.217
Callum Wilkie,St Kilda,28,28.81,Key Defender,23,11.5,91.739,73.913,28,1.217,10,3,99.652,11.739,5.739,17.478,86.567,85.185,89.394,67.164,0.304,4,224.522,12.846,1.739,10.05,2.087,8.375,5.87,11.652,17.522,33.499,7.348,3.826,0,0.913,2.913,5.565,3.522,0,0.957,4,0,0,0,,0.174,0.174,7.739,1.043,0,2.391,0.087,0.565,0.652,-0.087,0,0,0,,0,,0,1.348,0,2.348,12.963,0,,0,0,0,0,0,,2.565,12.343,1.217,0,,,0,,,0,,,0.043,0.427,100,0.217,6.565,7.478,6.435,5.391
Zaine Cordy,St Kilda,28,28.17,Key Defender,8,7.513,46.625,35.625,0,0,0,0,87.75,4.5,3.625,8.125,81.538,75,89.655,55.385,0,2.5,114.625,14.108,1.75,4.643,1.125,7.222,2.625,5.375,8,32.812,3.75,2.125,0,0.625,1.5,2.25,1.75,0,0.5,1.75,0,0,0,,0.25,0.25,3,0.125,0.125,1.125,0,0.375,0.75,-0.375,0,0,0,,0,,0,1.75,0,1.875,20,0,,1,0.125,0,0.125,0,100,1.875,8.721,0.75,1,4.438,1.562,1,4.438,1.562,0,,,0,0,,0,6.25,8.125,6.875,5.5
Rowan Marshall,St Kilda,29,29.1,Ruck,23,14.157,112,117.087,48,2.087,10,16,87.348,14.826,5.913,20.739,62.264,55.425,79.412,71.488,4.217,1.087,340.522,16.419,4.87,4.259,4.261,4.867,10.565,9.783,20.348,51.923,3.348,4.652,0.652,1.87,2.783,3.435,1.87,0,0.652,3.435,21.783,84.628,2,9.182,3.739,5.739,5.826,1,0.783,1.565,0.261,1.913,2.174,-0.261,71.652,80.666,26.435,36.893,6.652,25.164,3.043,4.304,0.391,0.478,18.182,1.217,25,15,0.652,0.348,1.391,0.217,46.875,4.739,22.803,1.957,32,3.313,-0.251,22,3.455,0.5,10,3.002,-1.902,0,0,,0.043,2.304,13,6.174,1.609
Riley Bonner,St Kilda,27,27.81,Gen. Defender,19,7.458,75.316,79.368,0,0,0,0,75.842,16.211,4.895,21.105,77.556,75,86.022,76.808,2.105,3.947,466.368,22.097,2.842,7.426,4.158,5.076,2.947,15.105,18.053,16.327,2.737,2.579,0.316,0.211,2.368,2.316,2.158,0.211,1.105,8.421,0,0,0,,0.579,0.579,5.526,0.053,0.053,0.368,0.105,0.211,0.579,-0.368,0,0,0,,0,,0,1.316,0.105,0.579,36.364,0,,1,0.053,0.316,0.421,0.316,12.5,3.368,16.537,0.895,8,2.795,-1.295,2,3.314,-2.314,6,2.622,-0.955,2.737,26.531,96.154,0.579,1.368,9.105,6.053,1.211
Josh Battle,St Kilda,26,26.33,Key Defender,23,10.917,84.304,73.739,19,0.826,5,0,89.652,11,6.783,17.783,81.907,79.447,85.897,61.858,1.609,3,284.087,15.976,2.348,7.574,2.957,6.015,5.435,12.217,17.652,30.788,6.783,3.783,0.087,1,2.783,5.043,3.478,0.043,1,4.739,0.304,1.182,0.043,14.286,0.217,0.261,7.565,0.913,0.087,2.609,0,0.522,0.739,-0.217,0.652,0.734,0.043,6.667,0,0,0,1.304,0.043,2.087,18.75,0.13,66.667,3,0.13,0.13,0.304,0.043,42.857,2.913,14.017,1.043,7,2.676,0.324,4,2.968,1.782,3,2.286,-1.619,0.217,2.137,80,0.348,4.348,7.174,5.217,3.826
Lachlan Murphy,Adelaide,26,26.07,Gen. Forward,17,7.388,56,52.824,0,0,0,0,71.529,5.765,5.765,11.529,71.939,62.245,81.633,50,2.235,0.235,186.471,16.173,2,5.765,2.588,4.455,5.765,6.235,12,48.039,1.529,4.059,1.235,0.938,3.062,4.562,3.375,0.188,2.188,2.688,0,0,0.118,,0.882,1,2.765,0.059,0.294,0.059,0.235,1.235,0.588,0.647,0,0,0,,0,,0,3.353,1.294,0.059,100,0.647,27.273,7,0.412,0.353,0.765,0.647,53.846,3.706,17.166,0.588,13,3.143,0.549,7,3.719,0.138,6,2.472,1.028,0,0,,0.118,0.529,14.471,4.471,0.294
Izak Rankine,Adelaide,24,24.69,Gen. Forward,15,16.64,96.8,79.8,38,2.533,6,5,84.2,11.333,6.667,18,68.148,60,82,62.963,3.867,0.733,355.867,19.77,3.6,5,3.067,5.87,9.667,9.267,18.933,51.056,1.933,6.4,2.333,1.714,5,4.643,3.857,2.143,1.643,5.214,10,38.168,1.267,12.667,2.4,3.667,3.2,0.133,1.133,0.2,0.467,0.867,1.267,-0.4,0,0,0,,0,,0,3.4,1.067,0.067,0,0.533,12.5,29,1.933,0.6,3.267,1,59.184,5.733,26.543,1.2,47,2.895,0.743,16,3.088,1.162,31,2.795,0.527,0,0,,1.4,1.533,18.8,5.933,0.6
Mitchell Hinge,Adelaide,26,26.5,Gen. Defender,22,11.35,93.455,82.727,9,0.409,2,0,82,14.409,7.636,22.045,78.557,76.972,81.548,65.361,2,5.091,426.682,19.355,2.591,8.509,4.045,5.449,6.545,12.364,18.909,34.615,5.636,5.273,0.045,1.524,3.619,4.667,3.857,0.286,1.286,6.762,0,0,0.091,,1.182,1.273,4.864,0.182,0.045,1.045,0.045,0.727,0.591,0.136,0,0,0,,0,,0,2.5,0.136,0.409,22.222,0,,2,0.091,0.136,0.318,0.273,28.571,3.273,14.694,1,4,2.865,-0.865,1,2.79,-1.79,3,2.89,-0.557,3.318,27.138,94.521,0.091,2.5,11.273,8,1.773
Jordon Butts,Adelaide,25,25,Key Defender,15,6.98,53.867,42,0,0,0,0,85.067,5.533,4.533,10.067,86.093,84.337,88.235,54.967,0.733,2.067,129.8,12.894,1.133,8.882,1.333,7.55,3.267,6.533,9.8,33.333,4.2,1.867,0,0.467,1.4,2.867,1.6,0.067,0.733,2.267,0,0,0.067,,0.2,0.267,4.267,0.6,0.067,1.667,0,0.733,0.4,0.333,0,0,0,,0,,0,1,0,2.933,25,0.133,50,0,0,0,0.067,0.133,0,1.933,8.735,0.667,1,2.308,-2.308,1,2.308,-2.308,0,,,0.133,1.176,50,0,5.4,4.333,3.467,4.867
Lachlan Sholl,Adelaide,24,24.81,Midfielder,20,8.305,85.1,85.3,14,0.7,3,0,81.3,14.65,6.95,21.6,71.065,66.212,81.295,67.824,1.9,2.85,368.05,17.039,2.8,7.714,4.35,4.966,5.65,15.6,21.25,26.588,3.75,4.6,0.7,0.421,4.263,4.053,3.526,0.474,1.579,9.474,0,0,0.1,,1.25,1.35,5.25,0.05,0.3,0.7,0.15,0.45,0.55,-0.1,0,0,0,,0,,0,2.25,0.25,0.3,50,0.1,0,12,0.6,0.3,1,0.15,60,4.65,20.852,1.1,19,3.632,0.474,7,3.417,1.155,12,3.757,0.076,0,0,,0.05,0.75,14.75,7.8,0.55
Chayce Jones,Adelaide,24,24.96,Midfielder,16,8.131,59.75,59.75,3,0.188,1,0,80.75,9.25,5.188,14.438,64.069,57.432,75.904,64.069,2,1.938,270.25,18.719,2.562,5.634,2.875,5.022,5.125,9.25,14.375,35.652,3,3.875,0.25,0.562,3.312,2.875,2.312,0.375,0.812,5.75,0.062,0.23,0.188,100,1.625,1.812,3,0.125,0.438,0.75,0.125,0.75,0.625,0.125,0,0,0,,0,,0,2.812,0.5,0.25,0,0.062,0,6,0.375,0.25,0.75,0.188,50,3.062,14.162,1.062,12,2.932,0.401,8,3.188,-0.438,4,2.419,2.081,0.062,0.513,100,0,0.875,13.562,8,0.562
James Borlase,Adelaide,22,22.45,Key Defender,10,6.85,62.3,47.6,1,0.1,1,0,93.4,6,4.5,10.5,83.81,81.667,86.667,57.143,0.4,1.6,122.2,11.638,1.2,8.75,1.3,8.077,4.4,6.2,10.6,41.509,4.5,2.7,0.1,0.7,2,4.2,2.6,0,0.6,2.3,0.9,3.297,0.2,22.222,0,0.2,4.6,0.8,0.3,1.3,0.3,0.9,0.6,0.3,3.9,4.145,0.6,15.385,0,0,0,1.6,0,2.6,30.769,0.2,0,1,0.1,0.1,0.3,0,33.333,2.4,10.959,0.7,3,4.151,-1.817,3,4.151,-1.817,0,,,0.2,1.739,50,0,6.5,6,4.8,6.1
Josh Worrell,Adelaide,23,23.72,Key Defender,13,9.185,85,68.692,5,0.385,2,0,79.385,11.923,6,17.923,81.116,83.226,76.923,66.524,0.846,6,325.615,18.167,1.923,9.32,3.231,5.548,5.538,10,15.538,35.644,5.923,3.692,0.077,1,2.75,5.417,3.75,0.083,1.5,4.833,0,0,0,,0.154,0.154,5.154,0.538,0,1.231,0,1.231,0.538,0.692,0,0,0,,0,,0,1.462,0.077,2.462,18.75,0,,0,0,0,0,0.077,,2.385,10.954,1.154,0,,,0,,,0,,,2.846,20.109,86.486,0.077,5.846,8.692,6.769,5.385
Sam Berry,Adelaide,22,22.88,Midfielder,18,7.961,63.611,58.889,1,0.056,1,3,56.056,6.833,6.944,13.778,75.806,65.041,86.4,49.597,2.444,1,185.667,13.476,2.556,5.391,2.556,5.391,7.556,7.056,14.611,51.711,1.444,4.944,0.611,1.529,3,2.529,1.882,1.235,0.765,4.882,13.056,47,1.056,8.085,2.556,3.611,1.444,0.111,0,0.056,0.056,1.5,1,0.5,0,0,0,,0,,0,5.056,0.444,0,,0.056,0,4,0.222,0.111,0.556,0.278,40,3.611,16.373,1.167,10,3.113,-0.513,2,3.835,-0.335,8,2.932,-0.557,0,0,,0.222,0.222,17.667,9,0
Max Michalanney,Adelaide,20,20.84,Gen. Defender,23,5.47,65.957,65.174,1,0.043,1,0,85.826,9.217,5.652,14.87,78.655,75.472,83.846,61.988,1.522,3.043,243.217,16.357,2.087,7.125,2.348,6.333,3.913,10.826,14.739,26.549,4.043,2.826,0.043,0.5,2.364,3.227,2.227,0,0.818,5.273,1.304,4.762,0.217,16.667,0.391,0.609,5.304,0.478,0,1.261,0,0.696,0.696,0,0,0,0,,0,,0,2.913,0.043,1.087,28,0,,0,0,0.043,0.043,0.13,0,2.783,12.524,0.957,1,2.409,-1.409,1,2.409,-1.409,0,,,0.261,2.158,66.667,0.217,2.217,10.783,8.739,2
Josh Rachele,Adelaide,21,21.72,Gen. Forward,22,9.518,63.818,64.409,7,0.318,3,0,81.864,9.182,4.955,14.136,67.524,61.881,77.982,64.952,3,0.545,263.091,18.611,3,4.712,3.455,4.092,5.136,8.955,14.091,36.452,0.773,3.818,1.636,0.952,3,3.667,2.762,0.286,1.238,4.286,2.045,7.538,0.182,8.889,0.864,1.045,3.591,0.318,0.864,0.045,0.182,0.545,0.864,-0.318,0,0,0,,0,,0,2.318,1.045,0,,0.773,23.529,30,1.364,0.773,2.409,0.818,56.604,5.5,24.897,0.364,52,3.201,0.472,23,3.507,0.667,29,2.959,0.317,0.045,0.377,100,0.136,1,14.5,3.773,0.591
Jake Soligo,Adelaide,21,21.93,Midfielder,23,10.539,83.13,76.87,26,1.13,6,7,73.87,10.913,11.087,22,68.775,54.98,82.353,49.605,3.261,1.696,291.826,13.265,3.609,6.096,4.087,5.383,9.826,12.87,22.696,43.295,2.826,7.348,0.565,1.955,5.227,4.136,3.409,1.136,1.545,9.591,15.217,55.556,1.826,12,2.087,3.913,2.609,0.087,0.261,0.261,0.043,1.478,1.304,0.174,0,0,0,,0,,0,3.652,0.391,0,,0.087,100,6,0.261,0.391,0.826,0.261,31.579,4.348,19.569,1.13,18,2.954,-0.454,8,2.94,-0.19,10,2.965,-0.665,0,0,,0.348,0.696,19.957,10.652,0.261
Lachie Gollant,Adelaide,23,23.3,Key Forward,4,2.225,20.75,22,0,0,0,0,61.5,3.75,1.75,5.5,54.545,46.667,71.429,68.182,0.75,0.25,88.75,16.136,1.25,4.4,2.25,2.444,1.75,2.25,4,43.75,1,1,0.25,0.667,0,0.667,0.667,0,0,1,2,8.081,0,0,0.25,0.25,0.75,0,0,0,0,0.75,0.75,0,7,6.588,1.75,25,0.5,28.571,0,0.75,0.25,0,,1.25,60,1,0.25,0.25,0.75,0,33.333,1.5,8.333,0.5,1,3.697,2.303,0,,,1,3.697,2.303,0,0,,0,1,5.5,1.75,0.75
Brodie Smith,Adelaide,32,32.96,Gen. Defender,15,6.707,63.667,64.067,0,0,0,0,78.933,11.133,6.467,17.6,74.242,67.665,85.567,63.258,2.333,3.533,370.8,21.068,2.467,7.135,3.733,4.714,4.733,11.2,15.933,29.707,4.533,3.533,0.133,0.667,2.867,3.933,2.933,0.133,1.333,7.267,0,0,0.067,,0.4,0.467,3.533,0.133,0,0.467,0,0.733,0.667,0.067,0,0,0,,0,,0,2.067,0,0.733,27.273,0,,0,0,0.133,0.133,0.067,0,2.933,13.75,0.667,2,2.361,-1.361,1,2.696,-1.696,1,2.026,-1.026,2,16.393,86.667,0,1.933,9,6.667,1.333
Rory Laird,Adelaide,31,31,Midfielder,23,12.161,104.13,99.348,19,0.826,3,7,77,11.783,15.826,27.609,74.488,59.779,85.44,42.677,3.043,2.043,298.391,10.808,3.261,8.467,4.609,5.991,11,16.739,27.739,39.655,3.217,7.652,0.652,2.5,5.273,4.364,3.455,2.091,1.636,11.864,13.565,49.524,1.652,12.179,3.304,4.957,3.609,0.13,0.087,0.348,0.043,1.217,1.13,0.087,0,0,0,,0,,0,5.739,0.609,0.087,50,0.043,0,2,0.087,0.217,0.348,0.435,25,5.217,23.483,1.261,8,2.113,0.012,2,2.489,0.511,6,1.987,-0.154,0.13,1.079,100,0.087,1.087,19.087,9.957,0.13
Matt Crouch,Adelaide,29,29.69,Midfielder,15,12.113,105.533,101.933,15,1,5,4,71.4,10.333,19.6,29.933,76.169,60.645,84.354,34.521,2.8,1.533,233.267,7.793,3.533,8.472,3,9.978,12.533,16.867,29.4,42.63,2.933,8.267,0.667,2.571,5.857,4.5,3.857,3,1.429,11.143,18.2,67.407,2.6,14.286,3.333,5.933,4.133,0.2,0,0.2,0,1.533,1.133,0.4,0,0,0,,0,,0,5.267,0.4,0.067,0,0,,0,0,0.133,0.133,0.4,0,6.267,28.144,1.333,2,2.304,-1.304,0,,,2,2.304,-1.304,0,0,,0.133,0.4,19.267,10.333,0.067
Reilly O'Brien,Adelaide,29,29.36,Ruck,21,11.671,93.286,91,11,0.524,2,2,85.667,6.286,5.238,11.524,57.851,42.424,76.364,54.545,1.524,0.762,111.905,9.711,3.857,2.988,2.333,4.939,5.952,4.714,10.667,55.804,1.952,2.524,0.238,0.8,1.7,2.15,1.1,0,0.55,2.7,24,87.348,1,4.167,2.19,3.19,2.333,0.619,0.19,0.81,0.048,0.81,1.429,-0.619,84.667,83.396,42.762,50.506,12.238,28.619,1.35,3.667,0.476,0.952,10,0.524,54.545,2,0.095,0.143,0.429,0.333,22.222,4.81,21.353,3.381,9,2.831,-1.164,3,3.631,-1.297,6,2.431,-1.097,0,0,,0,5.333,13.143,7.333,4.095
Wayne Milera,Adelaide,27,27.29,Gen. Defender,3,6.667,67.333,62.333,0,0,0,0,72.333,11.333,4,15.333,86.957,82.353,100,73.913,1.667,5.667,383.333,25,2,7.667,3.667,4.182,3.667,9.667,13.333,27.5,3.667,3.333,0,1,2.333,2.333,2.333,0,0.667,3.667,0,0,0,,1.333,1.333,4.667,0,0,1,0,0.333,0.667,-0.333,0,0,0,,0,,0,2,0.333,0.333,0,0,,0,0,0,0,0,,2,12,0.667,0,,,0,,,0,,,2.667,21.053,87.5,0,3.333,11.333,7.333,2.667
Jordan Dawson,Adelaide,27,27.72,Midfielder,22,13.386,102.136,105.273,59,2.682,10,18,83.909,16.591,7.909,24.5,69.202,63.288,81.609,67.718,5.864,1.864,504.955,20.61,4.455,5.5,4.682,5.233,7.636,15.773,23.409,32.621,3.909,4.5,0.273,1.333,3,3.476,1.905,1.048,0.762,11.143,16.182,59.432,1.5,9.27,1.636,3.136,5,1.045,0.136,1.591,0.045,1,1.227,-0.227,0,0,0,,0,,0,6.091,0.364,0.136,33.333,0.636,28.571,10,0.455,0.273,0.864,0.682,52.632,5.682,25.355,1.5,18,2.957,0.654,7,3.394,1.035,11,2.68,0.411,0.273,2.239,100,0.318,1.227,21.227,10.682,0.773
Ben Keays,Adelaide,27,27.85,Gen. Forward,23,10.543,81.043,76.652,30,1.304,6,4,86.652,9.783,6.435,16.217,64.611,54.667,79.73,60.322,3.304,0.696,274.957,16.954,2.304,7.038,3.174,5.11,6.913,8.304,15.217,45.429,1.435,5.13,2.087,1.455,3.5,4.5,3.5,0.545,1.636,3.727,0.87,3.175,0.348,40,1.696,2.043,3.826,0.13,1.13,0.087,0.478,1,0.739,0.261,0,0,0,,0,,0,3.609,1.087,0,,0.739,41.176,34,1.478,0.87,2.652,0.826,55.738,6.13,27.593,0.913,60,3.57,0.047,23,3.889,0.546,37,3.372,-0.264,0,0,,0,0.739,16.478,5.391,0.304
Darcy Fogarty,Adelaide,25,25.26,Key Forward,23,10.2,67.522,58.609,29,1.261,6,2,85.609,7.174,3.696,10.87,76.4,70.303,88.235,66,2.13,0.043,211,19.412,2.087,5.208,2.391,4.545,4.913,6.087,11,44.664,0.435,2.609,1.391,1.136,1.591,4.682,2.364,0.045,0.955,2,0,0,0,,0.174,0.174,4.826,1.391,1.696,0,1.522,0.739,1,-0.261,0.043,0.043,0,0,0,,0,1.522,0.652,0,,2.087,35.417,41,1.783,0.696,2.826,0.652,63.077,5.739,25.832,0.348,62,3.457,0.559,49,3.567,0.494,13,3.039,0.807,0,0,,0.174,1.522,8.478,1.783,1.087
Kysaiah Pickett,Melbourne,23,23.58,Gen. Forward,21,11.7,73.381,66,31,1.476,7,3,83.286,9.619,3.048,12.667,62.782,57.426,79.688,75.94,3.238,0.143,268.524,21.199,2.857,4.433,2.857,4.433,5.619,6.857,12.476,45.038,1.095,4.143,1.714,0.81,3.333,3.619,2.905,0.524,1.238,3.524,8.714,33.032,1,11.475,0.619,1.619,2.667,0.286,1.238,0.143,0.667,0.619,1.095,-0.476,0,0,0,,0,,0,3.571,1.333,0,,0.381,50,36,1.714,1.143,3.238,0.619,52.941,5.524,25.721,0.762,68,2.998,0.531,32,3.287,0.65,36,2.741,0.426,0,0,,0.524,0.857,20.476,5.857,0.381
Taj Woewodin,Melbourne,21,21.76,Gen. Defender,16,3.475,28.312,32.812,0,0,0,0,45.938,4.312,3.062,7.375,71.186,66.667,77.551,58.475,1.188,0.75,134.312,18.212,1.062,6.941,1.562,4.72,1.938,5.625,7.562,25.62,1.75,1.5,0.062,0.5,1,1.25,1,0.062,0.312,2.625,0,0,0.312,,0.25,0.562,2.562,0.062,0.125,0.625,0.125,0.25,0.312,-0.062,0,0,0,,0,,0,1.562,0.312,0.188,0,0,,1,0.062,0.125,0.25,0,25,1.312,5.949,0.438,4,2.514,-0.514,2,2.793,0.707,2,2.235,-1.735,0,0,,0,0.625,6.688,4.125,0.5
Tom McDonald,Melbourne,32,32.28,Key Defender,22,10.3,79.5,63.136,5,0.227,2,0,96.909,10.455,3.909,14.364,78.165,78.261,77.907,72.785,0.818,4.273,262.5,18.275,2.273,6.32,3,4.788,4.682,9,13.682,34.219,6.455,3.091,0.045,0.727,2.364,4.591,3,0,0.955,3.455,0,0,0.045,,0.045,0.091,6,0.864,0.091,2.227,0.045,0.591,0.727,-0.136,0,0,0,,0,,0,1.682,0,2.409,26.415,0.136,33.333,3,0.136,0,0.182,0,75,2.636,12.314,0.955,4,3.595,0.905,3,3.371,0.629,1,4.266,1.734,0.591,5.702,53.846,0.045,6.955,8.455,6.955,6.273
Ben Brown,Melbourne,32,32.11,Key Forward,6,4.2,38,35.333,0,0,0,0,79.333,4.333,1.833,6.167,67.568,65.385,72.727,70.27,0.833,0,90.833,14.73,0.833,7.4,0.667,9.25,2.667,3.333,6,44.444,0.5,1.167,0.167,0.167,1,2.667,1.167,0,0.667,0.667,0,0,0,,0,0,3,1,1,0.167,0.833,0.5,0,0.5,0.167,0.175,0.167,100,0.167,100,0,0.333,0.167,0,,2.833,23.529,7,1.167,0.667,2.167,0.167,53.846,3,12.766,0.167,13,3.222,0.317,9,3.444,0.111,4,2.722,0.778,0,0,,0,1.833,6,1,1.333
Marty Hore,Melbourne,28,28.82,Gen. Defender,6,4.267,51.5,52.167,2,0.333,1,0,71.833,9.5,2,11.5,75.362,73.684,83.333,82.609,0.667,3.167,195.667,17.014,2.5,4.6,2.167,5.308,2.5,9.667,12.167,20.548,4.5,1.833,0,0.5,1.333,2.167,1.5,0,0.333,3.333,0,0,0,,0.5,0.5,6,0.5,0,2.5,0,0,1,-1,0,0,0,,0,,0,1.167,0,1,50,0,,0,0,0,0,0.167,,2,9.023,0.667,0,,,0,,,0,,,0,0,,0,2.5,5.667,4.333,2.333
Lachlan Bramble,Western Bulldogs,26,26.7,Gen. Defender,24,8.608,72,68.75,7,0.292,3,1,81.792,12.333,6.208,18.542,81.573,78.716,87.248,66.517,2.167,3.417,368.625,19.881,2.042,9.082,3.167,5.855,3.833,12.458,16.292,23.529,3.333,3.333,0.125,0.522,2.826,3.348,2.87,0.043,0.739,6.957,0,0,0.125,,0.333,0.458,4.792,0.042,0.125,0.625,0.083,0.417,0.583,-0.167,0,0,0,,0,,0,1.417,0.042,0.458,36.364,0,,2,0.083,0.125,0.333,0.167,25,3.458,13.217,1.375,8,2.857,-0.982,2,2.865,0.135,6,2.855,-1.355,2.833,31.336,92.647,1.042,1.083,11.167,6.667,0.583
Aaron Naughton,Western Bulldogs,25,25.08,Key Forward,20,10.09,69.25,59.5,20,1,4,4,75.75,7.4,4.05,11.45,70.742,64.189,82.716,64.629,2.55,0.1,207.7,18.14,2,5.725,2.45,4.673,5.15,6.5,11.65,44.206,0.8,2.75,1.6,0.737,2,4.895,2.579,0.053,1.053,2,0.15,0.557,0,0,0.1,0.1,5.05,1.05,1.85,0.15,1.45,0.85,0.8,0.05,0.45,0.47,0.2,44.444,0.05,25,0,1.05,0.6,0,,1.95,28.205,35,1.75,0.7,2.85,0.85,61.404,5.7,22.008,0.25,54,3.889,0.018,38,4.039,-0.013,16,3.533,0.092,0,0,,0.2,1.35,10.8,1.5,0.5
Tim English,Western Bulldogs,27,27.39,Ruck,23,12.483,107.087,103.913,7,0.304,4,0,84.609,8.87,7.609,16.478,74.142,64.706,85.143,53.826,2.565,1.087,219.783,13.338,2.913,5.657,2.304,7.151,6.87,10.087,16.957,40.513,3.348,2.739,0.304,0.478,2.261,3.174,1.348,0.043,0.522,4.391,22.739,81.975,1.13,4.971,1.739,2.87,6,1.174,0.957,1.609,0.261,1.348,1.174,0.174,73.696,75.2,27.043,36.696,8,29.582,1.087,3.783,0.565,0.609,42.857,0.217,20,14,0.609,0.435,1.261,0.435,48.276,5.217,20.339,2.739,29,3.791,-0.55,27,3.91,-0.466,2,2.19,-1.69,0,0,,0.261,3.696,13.522,5.957,2.478
Laitham Vandermeer,Western Bulldogs,25,25.9,Gen. Forward,24,5.342,48.75,45.083,2,0.083,1,0,67.75,5.75,4.125,9.875,73.84,66.667,83.838,58.228,2.417,0.208,197.167,19.966,1.667,5.925,2,4.938,2.875,7.208,10.083,28.512,1.125,2.25,1.208,0.696,1.565,2.696,2.174,0.043,0.87,3.217,0,0,0.083,,0.083,0.167,3.458,0.167,0.417,0.042,0.542,0.375,0.5,-0.125,0,0,0,,0,,0,1.875,0.792,0,,0.375,11.111,10,0.417,0.333,1.042,0.708,40,3.75,14.331,0.458,24,3.254,-0.671,9,3.542,-1.32,15,3.081,-0.281,0,0,,0.25,0.667,10.917,2.417,0.292
Nick Coffield,Western Bulldogs,25,25.18,Gen. Defender,8,3.25,40.5,41.875,0,0,0,0,67.5,7.25,2.625,9.875,75.949,72.414,85.714,73.418,0.75,2.125,173.875,17.608,1.75,5.643,2.375,4.158,2.125,7.875,10,21.25,3.375,1.5,0,0.375,1.125,2.125,1.5,0,0.875,3.5,0,0,0,,0,0,4.25,0.25,0,1.125,0,0.625,0.5,0.125,0,0,0,,0,,0,0.75,0,0.75,33.333,0,,0,0,0,0,0.25,,1.375,5.314,0.125,0,,,0,,,0,,,0,0,,0,1.375,3.875,2.875,1.375
Rhylee West,Western Bulldogs,24,24.47,Gen. Forward,21,8.329,65.143,59.619,4,0.19,1,0,77.952,7.095,5,12.095,65.748,57.718,77.143,58.661,2.857,0.238,193.905,16.031,1.905,6.35,2.095,5.773,5.524,6.952,12.476,44.275,1.429,4.238,2.143,1.65,2.8,4.3,3.5,0.35,1.4,3.25,0.952,3.419,0.238,25,0.952,1.19,2.905,0.095,0.905,0.095,0.762,0.952,0.667,0.286,0,0,0,,0,,0,3.19,1.619,0.048,100,0.81,11.765,25,1.19,0.762,2.429,0.714,49.02,5.381,20.107,0.952,51,3.23,0.025,21,3.744,-0.268,30,2.87,0.23,0,0,,0.095,1.238,14.81,3.857,1
Ed Richards,Western Bulldogs,25,25.49,Midfielder,21,14.605,97.238,84.857,33,1.571,6,6,79.429,13.048,8.333,21.381,69.71,60.949,83.429,61.024,4.762,2.333,421.81,19.728,3.476,6.151,3.762,5.684,8.476,13.048,21.524,39.381,3.238,6.19,1.19,1.65,4.4,3.75,3,0.95,1.1,8.05,12.381,44.444,1.19,9.615,2.667,3.857,4.619,0.286,0.048,0.762,0.286,0.667,1.286,-0.619,0,0,0,,0,,0,3.667,0.619,0.571,33.333,0.19,25,11,0.524,0.571,1.286,0.762,40.741,5.952,22.482,1.524,24,2.923,-0.215,6,3.073,-0.739,18,2.874,-0.04,0.238,2.732,60,1.524,2,20.333,9.667,0.762
